학력,학과,학점,어학,,,,,,,,,,,,
지방4년,컴퓨터학부, 학점 4.05/4.5, 토익 730, 오픽 IM2, 자격증 3개, 수상 2회, 자원봉사 1회,9,640, 읽음,,,,,
지방4년, 정보통신공학, 학점 3.1/4.5, 토익 680, 오픽 IL, 자격증 2개,42,315, 읽음,,,,,,,
수도권4년, 정보통신공학, 학점 2.92/4.5,0, 사회활동 1회, 자원봉사 2회,42,987, 읽음,,,,,,,
수도권4년, 정보통신공학, 학점 3.6/4.5, 토익 845, 수상 1회,10,856, 읽음,,,,,,,,
지방4년,컴퓨터학부, 학점 3.48/4.5, 토익 810, 토스 Level6, 자격증 1개,19,863, 읽음,,,,,,,
수도권4년,컴퓨터학부, 학점 3.1/4.5, 토익 705, 자격증 1개, 인턴 1회,3,278, 읽음,,,,,,,
지방4년,컴퓨터학부, 학점 3.3/4.5, 토익 765, 오픽 IL, 자격증 1개, 수상 1회,8,587, 읽음,,,,,,
지방4년,컴퓨터학부, 학점 3.3/4.5,0, 인턴 1회, 수상 3회,6,701, 읽음,,,,,,,
수도권4년,컴퓨터학부, 학점 3.7/4.5, 토익 850, 토스 Level6, 자격증 1개, 인턴 1회,15,320, 읽음,,,,,,
수도권4년,컴퓨터학부, 학점 3.7/4.5, 토익 850, 토스 Level6, 자격증 1개, 인턴 1회,2,843, 읽음,,,,,,
수도권4년, 정보통신공학, 학점 3.56/4.5, 오픽 IH, 자격증 4개, 해외경험 1회, 인턴 1회, 수상 7회, 동아리 2회, 사회활동 4회,20,418, 읽음,,,
수도권4년,컴퓨터학부, 학점 3.9/4.5, 토익 940, 자격증 1개,2,683, 읽음,,,,,,,,
수도권4년,전기전자, 학점 3.5/4.5, 토익 900, 토스 Level6, 자격증 1개, 인턴 1회, 수상 1회, 동아리 1회,5,147, 읽음,,,,
수도권4년, 수학과, 학점 3.46/4.5, 토익 890, 토스 Level5, 자격증 2개,27,881, 읽음,,,,,,,
수도권4년, 경영정보, 학점 3.5/4.5, 토익 730, 토스 Level6, 자격증 1개, 인턴 1회, 자원봉사 1회,19,130, 읽음,,,,,
지방4년, 소프트웨어공학, 학점 3.65/4.5, 토익 845, 토스 Level6, 자격증 2개, 해외경험 1회, 수상 1회,4,892, 읽음,,,,,
수도권4년,컴퓨터학부, 학점 3.5/4.5, 토익 610, 오픽 M1, 자격증 1개,7,268, 읽음,,,,,,,
지방4년,컴퓨터학부, 학점 4.15/4.5,0, 수상 2회,15,42, 읽음,,,,,,,,
수도권4년,컴퓨터학부, 학점 3.82/4.5, 토익 735, 자격증 2개, 인턴 1회, 수상 2회,7,567, 읽음,,,,,,
수도권4년,컴퓨터학부, 학점 3.3/4.5, 오픽 IM2, 해외경험 1회, 수상 2회,20,638, 읽음,,,,,,,
수도권4년,컴퓨터학부, 학점 3.7/4.5, 토익 825, 오픽 IH, 자격증 1개, 인턴 1회,7,774, 읽음,,,,,,
수도권4년,컴퓨터학부, 학점 4.2/4.5, 토스 Level7, 자격증 1개,2,92, 읽음,,,,,,,,
수도권4년,컴퓨터학부, 학점 3.6/4.5, 토스 Level6, 자격증 1개, 인턴 1회, 수상 1회, 자원봉사 1회,6,85, 읽음,,,,,
수도권4년,컴퓨터학부, 학점 3.4/4.5, 토익 845, 토스 Level6, 자격증 5개, 해외경험 1회, 인턴 1회, 수상 3회,5,977, 읽음,,,,
지방4년, 건축학과, 학점 2.8/4.5,0, 인턴 1회,6,952, 읽음,,,,,,,,
수도권4년, 정보통신공학, 학점 2.92/4.5,0, 사회활동 1회, 자원봉사 2회,9,189, 읽음,,,,,,,
수도권4년,산업공학, 학점 3.7/4.5, 토익 820, 토스 Level6, 자격증 1개, 인턴 1회,13,305, 읽음,,,,,,
수도권4년,컴퓨터학부, 학점 3.83/4.5, 토익 945, 오픽 IM1, 자격증 3개, 수상 3회, 동아리 1회, 교내활동 1회,10,122, 읽음,,,,
지방4년,컴퓨터학부, 학점 4.05/4.5, 토익 730, 오픽 IM2, 자격증 3개, 수상 2회, 자원봉사 1회,8,48, 읽음,,,,,
수도권4년,컴퓨터학부, 학점 3.4/4.5, 토익 885, 자격증 1개, 인턴 1회,12,127, 읽음,,,,,,,
수도권4년,전기전자, 학점 3.8/4.5,0, 해외경험 2회,11,10, 읽음,,,,,,,,
지방4년, 멀티미디어학과, 학점 4/4.5,0,10,659, 읽음,,,,,,,,,
지방4년,컴퓨터학부, 학점 4.17/4.5, 토익 785, 토스 Level6, 제2외국어 2개, 자격증 4개,7,513, 읽음,,,,,,
수도권4년,컴퓨터학부, 학점 3.5/4.5,0, 해외경험 1회, 인턴 1회,5,514, 읽음,,,,,,,
지방4년,컴퓨터학부, 학점 3.6/4.5, 토익 870, 토스 Level6, 오픽 IH, 자격증 2개, 해외경험 1회, 인턴 1회,7,136, 읽음,,,,
수도권4년,컴퓨터학부, 학점 3.6/4.5, 토익 780, 토스 Level6, 자격증 2개, 해외경험 1회,2,458, 읽음,,,,,,
수도권4년,산업공학, 학점 3.4/4.5, 토익 790, 토스 Level6,9,557, 읽음,,,,,,,,
수도권4년, 정보통신공학, 학점 3.9/4.5,0, 인턴 1회, 수상 1회, 자원봉사 2회,8,168, 읽음,,,,,,
수도권4년, 정보통신공학, 학점 4.02/4.5, 토익 810, 토스 Level6, 자격증 3개, 인턴 1회,11,902, 읽음,,,,,,
수도권4년,컴퓨터학부, 학점 3.7/4.5, 토익 850, 토스 Level6, 자격증 1개, 인턴 1회,13,542, 읽음,,,,,,
수도권4년, 통계학과(자연), 학점 3.51/4.5, 토익 785, 수상 1회, 교내활동 1회,16,120, 읽음,,,,,,,
초대졸,컴퓨터학부, 학점 4.1/4.5,0, 인턴 1회, 자원봉사 2회,7,353, 읽음,,,,,,,
대학원, 휴먼ICT융합학과, 학점 4.07/4.5, 오픽 IM2, 자격증 5개, 인턴 2회, 수상 2회,11,632, 읽음,,,,,,
수도권4년,컴퓨터학부, 학점 3.07/4.5,0, 인턴 1회, 동아리 1회,26,973, 읽음,,,,,,,
수도권4년,산업공학, 학점 3.68/4.5, 토스 Level6, 자격증 6개, 해외경험 1회, 인턴 2회, 수상 1회, 교내활동 1회, 사회활동 1회, 자원봉사 2회,42,597, 읽음,,
수도권4년,산업공학, 학점 3.3/4.5, 토익 840, 토스 Level6, 자격증 1개,37,48, 읽음,,,,,,,
대학원,컴퓨터학부, 학점 3.8/4.5,0,643, 읽음,,,,,,,,,,
수도권4년, 응용통계학과, 학점 3.63/4.5, 토익 900, 자격증 2개, 인턴 1회, 자원봉사 1회,15,68, 읽음,,,,,,
수도권4년,컴퓨터학부, 학점 3.9/4.5, 토익 940, 자격증 1개,8,122, 읽음,,,,,,,,
수도권4년,컴퓨터학부, 학점 3.1/4.5, 토익 705, 자격증 1개, 인턴 1회,2,485, 읽음,,,,,,,
수도권4년, 소프트웨어공학, 학점 3.4/4.5,0, 수상 1회,10,211, 읽음,,,,,,,,
수도권4년, 정보통신공학, 학점 4.02/4.5, 토익 810, 토스 Level6, 자격증 3개, 인턴 1회,27,832, 읽음,,,,,,
지방4년,컴퓨터학부, 학점 3.8/4.5,0,8,684, 읽음,,,,,,,,,
지방4년, 소프트웨어공학, 학점 3.65/4.5, 토익 845, 토스 Level6, 자격증 2개, 해외경험 1회, 수상 1회,12,992, 읽음,,,,,
수도권4년,컴퓨터학부, 학점 3.7/4.5, 토익 765, 토스 Level5, 자격증 1개, 인턴 1회,8,590, 읽음,,,,,,
대졸4년, 응용통계학과, 학점 3.78/4.5, 토스 Level6, 자격증 2개, 인턴 1회, 수상 1회, 사회활동 1회,14,145, 읽음,,,,,
대졸4년, 소프트웨어공학, 학점 3.4/4.5,0, 수상 1회, 자원봉사 1회,16,146, 읽음,,,,,,,
수도권4년,컴퓨터학부, 학점 4/4.5, 토익 830, 토스 Level6, 자격증 1개, 인턴 1회,5,817, 읽음,,,,,,
수도권4년, 미디어학, 학점 4/4.5, 토익 805, 토스 Level6, 자격증 1개, 자원봉사 2회,13,711, 읽음,,,,,,
수도권4년,컴퓨터학부, 학점 3.82/4.5, 토익 735, 자격증 2개, 인턴 1회, 수상 3회,8,146, 읽음,,,,,,
수도권4년,컴퓨터학부, 학점 3.4/4.5, 토익 885, 자격증 1개, 인턴 1회,1,615, 읽음,,,,,,,
수도권4년,컴퓨터학부, 학점 3.7/4.5, 토익 825, 오픽 IH, 자격증 1개, 인턴 1회,9,38, 읽음,,,,,,
수도권4년, 영어영문학, 학점 3.92/4.5, 토익 980, 토스 Level7, 제2외국어 1개, 자격증 1개, 해외경험 1회,20,462, 읽음,,,,,
지방4년,컴퓨터학부, 학점 4.17/4.5, 토익 730, 토스 Level6, 제2외국어 1개, 자격증 4개,8,153, 읽음,,,,,,
지방4년,컴퓨터학부, 학점 3.5/4.5, 오픽 IL, 인턴 1회,4,945, 읽음,,,,,,,,
수도권4년,컴퓨터학부, 학점 3.5/4.5, 토익 890, 자격증 2개,8,139, 읽음,,,,,,,,
지방4년,컴퓨터학부, 학점 3.52/4.5, 토익 880, 오픽 IM2, 자격증 1개, 해외경험 1회, 인턴 1회, 수상 1회,23,538, 읽음,,,,
지방4년, 정보통신공학, 학점 3.53/4.5,0, 수상 1회,51,206, 읽음,,,,,,,,
수도권4년,산업공학, 학점 3.47/4.5, 토익 755, 오픽 IM2, 자격증 3개, 인턴 1회, 자원봉사 3회,20,151, 읽음,,,,,
수도권4년,컴퓨터학부, 학점 3.1/4.5, 토익 705, 자격증 1개, 인턴 1회,5,537, 읽음,,,,,,,
대졸4년,컴퓨터학부, 학점 3.01/4.5, 토익 840, 오픽 IH, 자격증 1개,6,48, 읽음,,,,,,,
수도권4년, 정보통신공학, 학점 4.02/4.5, 토익 810, 토스 Level6, 자격증 3개, 인턴 1회,11,686, 읽음,,,,,,
수도권4년,전기전자, 학점 2.74/4.5, 토익 620, 토스 Level3, 자격증 4개,13,680, 읽음,,,,,,,
지방4년,컴퓨터학부, 학점 4.05/4.5, 토익 730, 오픽 IM2, 자격증 3개, 수상 2회, 자원봉사 1회,40,762, 읽음,,,,,
수도권4년,컴퓨터학부, 학점 3.3/4.5, 토익 865, 자격증 4개, 해외경험 1회, 인턴 1회, 수상 1회, 자원봉사 1회,7,908, 읽음,,,,
지방4년,컴퓨터학부, 학점 3.6/4.5, 토익 800, 자격증 1개,13,368, 읽음,,,,,,,,
지방4년,컴퓨터학부, 학점 4.2/4.5, 토익 800, 토스 Level6,2,989, 읽음,,,,,,,,
지방4년,컴퓨터학부, 학점 3.2/4.5,0,448, 읽음,,,,,,,,,,
수도권4년,산업공학, 학점 3.68/4.5, 토익 810, 토스 Level6, 자격증 3개, 해외경험 1회, 인턴 2회, 수상 1회, 교내활동 1회, 사회활동 1회, 자원봉사 2회,27,321, 읽음,
대졸4년,컴퓨터학부, 학점 3.01/4.5, 토익 840, 오픽 IH, 자격증 1개,8,164, 읽음,,,,,,,
지방4년, 소프트웨어공학, 학점 3.5/4.5, 토익 755, 토스 Level5, 자격증 1개, 수상 3회,6,134, 읽음,,,,,,
수도권4년, 정보통신공학, 학점 4.02/4.5, 토익 810, 토스 Level6, 자격증 3개, 인턴 1회,50,981, 읽음,,,,,,
수도권4년, 응용통계학과, 학점 3.33/4.3, 토익 950, 오픽 AL, 인턴 2회, 수상 3회, 동아리 1회,45,583, 읽음,,,,,
수도권4년,컴퓨터학부, 학점 3.9/4.5, 토익 940, 자격증 1개,7,621, 읽음,,,,,,,,
수도권4년,컴퓨터학부, 학점 3.6/4.5,0, 인턴 1회, 수상 1회, 자원봉사 1회,11,831, 읽음,,,,,,
대학원,컴퓨터학부, 학점 4.44/4.5, 토익 765, 오픽 IM1, 자격증 2개, 수상 7회, 자원봉사 3회,13,503, 읽음,,,,,
지방4년, 통계학과(자연), 학점 3.3/4.3, 토익 820, 자격증 4개, 수상 1회, 동아리 1회, 사회활동 1회,11,35, 읽음,,,,,
지방4년,컴퓨터학부, 학점 3.14/4.5, 토익 695, 자격증 1개, 수상 2회, 자원봉사 1회,18,555, 읽음,,,,,,
수도권4년,전기전자, 학점 4.23/4.5, 오픽 IM2, 자격증 2개, 수상 2회, 동아리 1회, 교내활동 1회,29,848, 읽음,,,,,
수도권4년, 융합기계공학전공, 학점 3.12/4.5, 오픽 IH, 자격증 1개, 인턴 1회, 수상 1회,15,98, 읽음,,,,,,
수도권4년,컴퓨터학부, 학점 3.7/4.5, 토익 765, 토스 Level5, 자격증 1개, 인턴 1회,17,93, 읽음,,,,,,
지방4년, 정보통신공학, 학점 3.53/4.5,0,26,619, 읽음,,,,,,,,,
수도권4년,전기전자, 학점 3.1/4.5, 토익 960, 토스 Level6,6,357, 읽음,,,,,,,,
수도권4년, 정보통신공학, 학점 3.7/4.5, 토익 710, 토스 Level5, 인턴 1회, 수상 2회,1,553, 읽음,,,,,,
지방4년,컴퓨터학부, 학점 3.7/4.5, 토익 780, 오픽 IM2, 자격증 1개, 수상 1회,7,660, 읽음,,,,,,
수도권4년, 정보통신공학, 학점 4.02/4.5, 토익 810,9,848, 읽음,,,,,,,,,
수도권4년,컴퓨터학부, 학점 3.9/4.5, 토익 940, 자격증 1개,2,986, 읽음,,,,,,,,
대졸4년,컴퓨터학부, 학점 3.74/4.5, 토익 850, 토스 Level6, 자격증 1개, 인턴 2회,10,451, 읽음,,,,,,
수도권4년,컴퓨터학부, 학점 3.6/4.5, 토익 780, 토스 Level6, 자격증 2개, 해외경험 1회,10,665, 읽음,,,,,,
대졸4년,컴퓨터학부, 학점 3.74/4.5, 토익 850, 토스 Level6, 자격증 1개, 인턴 2회,14,102, 읽음,,,,,,
수도권4년,컴퓨터학부, 학점 3.4/4.5, 토익 885, 자격증 1개, 인턴 1회,11,721, 읽음,,,,,,,
수도권4년, 영어영문학, 학점 3.92/4.5, 토익 965, 오픽 IH, 자격증 1개, 해외경험 1회, 동아리 1회, 자원봉사 1회,10,278, 읽음,,,,
수도권4년,컴퓨터학부, 학점 3.5/4.5, 토익 890, 자격증 2개,10,189, 읽음,,,,,,,,
수도권4년,컴퓨터학부, 학점 3.7/4.5, 토익 825, 오픽 IH, 자격증 1개, 인턴 1회,11,517, 읽음,,,,,,
수도권4년,컴퓨터학부, 학점 3.5/4.5,0, 해외경험 1회, 인턴 1회,8,5, 읽음,,,,,,,
수도권4년,컴퓨터학부, 학점 3.07/4.5,0, 인턴 1회, 동아리 1회,13,323, 읽음,,,,,,,
수도권4년,컴퓨터학부, 학점 3.4/4.5, 토익 885, 자격증 1개, 인턴 1회,9,367, 읽음,,,,,,,
대졸4년,컴퓨터학부, 학점 3.74/4.5, 토익 850, 토스 Level6, 자격증 1개, 인턴 2회,15,372, 읽음,,,,,,
지방4년,컴퓨터학부, 학점 3.8/4.5, 토익 780, 토스 Level6, 자격증 2개,3,899, 읽음,,,,,,,
수도권4년,컴퓨터학부, 학점 3.4/4.5, 토익 845, 토스 Level6, 자격증 5개, 해외경험 1회, 인턴 1회, 수상 3회, 자원봉사 1회,10,514, 읽음,,,
대졸4년,컴퓨터학부, 학점 3.74/4.5, 토익 850, 토스 Level6, 자격증 1개, 인턴 2회,13,583, 읽음,,,,,,
지방4년,컴퓨터학부, 학점 3.2/4.5, 토익 755, 자격증 4개, 인턴 2회, 수상 1회,22,954, 읽음,,,,,,
수도권4년,컴퓨터학부, 학점 3.7/4.5, 토익 850, 토스 Level6, 자격증 1개, 인턴 1회,6,884, 읽음,,,,,,
지방4년,컴퓨터학부, 학점 3.86/4.3, 오픽 IL,15,809, 읽음,,,,,,,,,
수도권4년, 경영학과_경영전공, 학점 3.85/4.5, 오픽 IH, 해외경험 1회, 인턴 1회, 수상 1회, 교내활동 1회,30,958, 읽음,,,,,
수도권4년,전기전자, 학점 3.43/4.5, 토익 810, 토스 Level6, 자격증 3개,13,541, 읽음,,,,,,,
수도권4년,전기전자, 학점 3.4/4.5, 토익 800,13,843, 읽음,,,,,,,,,
대졸4년, 인문학부, 학점 3.5/4.5, 토익 910, 자격증 1개, 인턴 1회,10,955, 읽음,,,,,,,
초대졸, 소프트웨어공학, 학점 3.67/4.5,0, 인턴 1회,27,130, 읽음,,,,,,,,
지방4년,컴퓨터학부, 학점 3.75/4.5, 오픽 IM2,8,318, 읽음,,,,,,,,,
수도권4년,컴퓨터학부, 학점 4/4.5, 토익 715, 자격증 1개, 인턴 1회, 수상 1회, 자원봉사 1회,2,172, 읽음,,,,,
수도권4년, 정보통신공학, 학점 4.02/4.5, 토익 810, 토스 Level6, 자격증 3개, 인턴 1회,5,598, 읽음,,,,,,
수도권4년,컴퓨터학부, 학점 3.7/4.5, 토익 765, 토스 Level5, 자격증 1개, 인턴 1회,9,347, 읽음,,,,,,
수도권4년,컴퓨터학부, 학점 3.6/4.5, 토익 805, 토스 Level5, 자격증 1개,4,88, 읽음,,,,,,,
지방4년,컴퓨터학부, 학점 4.05/4.5, 토익 730, 오픽 IM2, 자격증 3개, 수상 2회, 자원봉사 1회,84,860, 읽음,,,,,
수도권4년, 정보통신공학, 학점 3.56/4.5, 오픽 IH, 자격증 4개, 해외경험 1회, 인턴 1회, 수상 7회, 동아리 2회, 사회활동 4회,12,384, 읽음,,,
수도권4년, 정보통신공학, 학점 3.14/4.5, 오픽 IM1, 자격증 6개, 인턴 1회, 수상 2회, 동아리 1회,21,439, 읽음,,,,,
수도권4년, 정보통신공학, 학점 3.2/4.5, 토익 800, 토스 Level6, 자격증 1개, 수상 1회,13,990, 읽음,,,,,,
수도권4년,컴퓨터학부, 학점 3.7/4.5, 토익 850, 자격증 1개, 인턴 1회,14,490, 읽음,,,,,,,
지방4년,컴퓨터학부, 학점 3.6/4.5, 토익 870, 토스 Level6, 오픽 IH, 자격증 2개, 해외경험 1회, 인턴 1회,22,352, 읽음,,,,
지방4년,컴퓨터학부, 학점 3.86/4.3, 오픽 IL,26,572, 읽음,,,,,,,,,
수도권4년,전기전자, 학점 3.5/4.5, 토익 775, 자격증 1개, 해외경험 1회,6,609, 읽음,,,,,,,
수도권4년,컴퓨터학부, 학점 4/4.5, 토익 830, 토스 Level6, 자격증 1개, 인턴 1회,21,206, 읽음,,,,,,
지방4년, 소프트웨어공학, 학점 3.65/4.5, 토익 845, 토스 Level6, 자격증 2개, 해외경험 1회, 수상 1회,23,524, 읽음,,,,,
대졸4년, 전공자유학부, 학점 3.5/4.5,0,697, 읽음,,,,,,,,,,
수도권4년,컴퓨터학부, 학점 3.07/4.5,0, 인턴 1회, 동아리 1회,13,354, 읽음,,,,,,,
지방4년,컴퓨터학부, 학점 4.05/4.5, 토익 730, 오픽 IM2, 자격증 3개, 수상 2회, 자원봉사 1회,4,863, 읽음,,,,,
지방4년,컴퓨터학부, 학점 4.12/4.5,0, 인턴 1회,7,508, 읽음,,,,,,,,
수도권4년, 정보통신공학, 학점 3.58/4.5, 토익 945, 토스 AL, 자격증 2개, 인턴 2회, 수상 1회, 사회활동 1회,13,621, 읽음,,,,
지방4년,컴퓨터학부, 학점 4.2/4.5, 토익 930, 오픽 IH, 자격증 1개, 해외경험 1회, 인턴 1회, 수상 1회, 자원봉사 1회,7,687, 읽음,,,
수도권4년,전기전자, 학점 3.7/4.5,0,452, 읽음,,,,,,,,,,
수도권4년,컴퓨터학부, 학점 3.9/4.5, 토익 940, 자격증 1개,27,903, 읽음,,,,,,,,
수도권4년,컴퓨터학부, 학점 4.1/4.5, 토익 845, 오픽 IH, 교내활동 1회,50,864, 읽음,,,,,,,
대학원,컴퓨터학부, 학점 3.57/4.5,0,14,722, 읽음,,,,,,,,,
지방4년, 정보통신공학, 학점 3.2/4.5, 토익 715, 자격증 4개, 인턴 1회, 자원봉사 2회,12,344, 읽음,,,,,,
수도권4년,컴퓨터학부, 학점 3.85/4.5, 토익 820, 토스 Level6, 자격증 1개,41,226, 읽음,,,,,,,
수도권4년,컴퓨터학부, 학점 3.3/4.5, 토익 650, 오픽 M1, 자격증 1개,3,441, 읽음,,,,,,,
수도권4년,컴퓨터학부, 학점 3.2/4.5, 토익 845, 오픽 IM2, 자격증 4개, 해외경험 1회, 수상 2회, 자원봉사 2회,6,643, 읽음,,,,
지방4년,컴퓨터학부, 학점 3.86/4.3, 오픽 IL,3,657, 읽음,,,,,,,,,
대졸4년, 소프트웨어공학, 학점 3.4/4.5,0, 수상 1회, 자원봉사 1회,2,257, 읽음,,,,,,,
수도권4년,컴퓨터학부, 학점 3.5/4.5, 토익 775, 자격증 1개,3,542, 읽음,,,,,,,,
지방4년,컴퓨터학부, 학점 4.05/4.5, 토익 730, 오픽 IM2, 자격증 3개, 수상 2회, 자원봉사 1회,5,447, 읽음,,,,,
지방4년,컴퓨터학부, 학점 3.6/4.5, 토익 870, 토스 Level6, 오픽 IH, 자격증 2개, 해외경험 1회, 인턴 1회,9,94, 읽음,,,,
수도권4년, 소프트웨어공학, 학점 3.4/4.5, 토스 Level4, 자격증 1개, 수상 1회, 자원봉사 1회,6,860, 읽음,,,,,,
지방4년,컴퓨터학부, 학점 3.75/4.5, 오픽 IM2,10,108, 읽음,,,,,,,,,
수도권4년,전기전자, 학점 3.7/4.5, 토익 690, 토스 Level5, 자격증 2개,3,616, 읽음,,,,,,,
수도권4년,산업공학, 학점 3.47/4.5, 토익 755, 오픽 IM2, 자격증 3개, 인턴 1회, 자원봉사 3회,12,353, 읽음,,,,,
수도권4년,컴퓨터학부, 학점 2.7/4.5,0, 자원봉사 2회,3,680, 읽음,,,,,,,,
지방4년,컴퓨터학부, 학점 3.86/4.3, 오픽 IL,9,905, 읽음,,,,,,,,,
수도권4년,전기전자, 학점 3.32/4.5,0, 동아리 2회,20,978, 읽음,,,,,,,,
대학원,전기전자, 학점 4.36/4.5, 토스 Level5, 오픽 IL, 제2외국어 2개, 자격증 1개, 동아리 1회, 자원봉사 1회,12,383, 읽음,,,,
수도권4년, 경영학과_경영전공, 학점 3.85/4.5, 오픽 IH, 해외경험 1회, 인턴 1회, 수상 1회,62,819, 읽음,,,,,,
수도권4년, 사이버보안학과, 학점 4.18/4.5, 토익 895, 자격증 1개, 인턴 1회,24,388, 읽음,,,,,,,
대졸4년,컴퓨터학부, 학점 3.1/4.5, 토익 705, 자격증 1개, 인턴 1회,23,647, 읽음,,,,,,,
수도권4년,컴퓨터학부, 학점 3.6/4.5, 오픽 M2, 자격증 1개, 인턴 1회,5,502, 읽음,,,,,,,
